market_id,market,property_kind,month,rent_closes,median_rent_usd
d:asuncion,Asunción,departamento,2024-06-01,2,
d:asuncion,Asunción,departamento,2024-07-01,2,
d:asuncion,Asunción,departamento,2024-08-01,3,
d:asuncion,Asunción,departamento,2024-09-01,1,
d:asuncion,Asunción,departamento,2024-10-01,4,
d:asuncion,Asunción,departamento,2024-11-01,3,
d:asuncion,Asunción,departamento,2024-12-01,4,
d:asuncion,Asunción,departamento,2025-01-01,2,
d:asuncion,Asunción,departamento,2025-02-01,1,
d:asuncion,Asunción,departamento,2025-03-01,1,
d:asuncion,Asunción,departamento,2025-05-01,2,
d:asuncion,Asunción,departamento,2025-06-01,1,
d:asuncion,Asunción,departamento,2025-07-01,4,
d:asuncion,Asunción,departamento,2025-08-01,9,
d:asuncion,Asunción,departamento,2025-09-01,30,539
d:asuncion,Asunción,departamento,2025-10-01,27,568
d:asuncion,Asunción,departamento,2025-11-01,35,643
d:asuncion,Asunción,departamento,2025-12-01,32,567
d:asuncion,Asunción,departamento,2026-01-01,52,707
d:asuncion,Asunción,departamento,2026-02-01,27,619
d:asuncion,Asunción,departamento,2026-03-01,38,702
d:asuncion,Asunción,departamento,2026-04-01,24,692
d:asuncion,Asunción,departamento,2026-05-01,22,694
d:asuncion,Asunción,departamento,2026-06-01,29,700
d:asuncion,Asunción,departamento,2026-07-01,35,740
d:asuncion,Asunción,departamento,2026-08-01,22,882
d:asuncion,Asunción,departamento,2026-09-01,17,
d:asuncion,Asunción,duplex,2024-02-01,3,
d:asuncion,Asunción,duplex,2024-05-01,2,
d:asuncion,Asunción,duplex,2024-10-01,1,
d:asuncion,Asunción,duplex,2025-06-01,1,
d:asuncion,Asunción,duplex,2025-08-01,2,
d:asuncion,Asunción,duplex,2025-09-01,4,
d:asuncion,Asunción,duplex,2025-10-01,2,
d:asuncion,Asunción,duplex,2025-11-01,4,
d:asuncion,Asunción,duplex,2025-12-01,2,
d:asuncion,Asunción,duplex,2026-01-01,3,
d:asuncion,Asunción,duplex,2026-02-01,3,
d:asuncion,Asunción,duplex,2026-03-01,2,
d:asuncion,Asunción,duplex,2026-04-01,3,
d:asuncion,Asunción,duplex,2026-05-01,2,
d:asuncion,Asunción,duplex,2026-06-01,1,
d:asuncion,Asunción,duplex,2026-07-01,4,
d:asuncion,Asunción,duplex,2026-08-01,2,
d:asuncion,Asunción,duplex,2026-09-01,1,
d:asuncion,Asunción,casa,2024-04-01,1,
d:asuncion,Asunción,casa,2024-05-01,1,
d:asuncion,Asunción,casa,2024-08-01,1,
d:asuncion,Asunción,casa,2024-09-01,1,
d:asuncion,Asunción,casa,2024-10-01,1,
d:asuncion,Asunción,casa,2024-11-01,1,
d:asuncion,Asunción,casa,2024-12-01,1,
d:asuncion,Asunción,casa,2025-02-01,1,
d:asuncion,Asunción,casa,2025-05-01,1,
d:asuncion,Asunción,casa,2025-06-01,1,
d:asuncion,Asunción,casa,2025-07-01,2,
d:asuncion,Asunción,casa,2025-08-01,2,
d:asuncion,Asunción,casa,2025-09-01,11,
d:asuncion,Asunción,casa,2025-10-01,7,
d:asuncion,Asunción,casa,2025-11-01,10,
d:asuncion,Asunción,casa,2025-12-01,3,
d:asuncion,Asunción,casa,2026-01-01,5,
d:asuncion,Asunción,casa,2026-02-01,3,
d:asuncion,Asunción,casa,2026-03-01,9,
d:asuncion,Asunción,casa,2026-04-01,2,
d:asuncion,Asunción,casa,2026-05-01,13,
d:asuncion,Asunción,casa,2026-06-01,7,
d:asuncion,Asunción,casa,2026-07-01,9,
d:asuncion,Asunción,casa,2026-08-01,7,
d:asuncion,Asunción,casa,2026-09-01,13,
d:asuncion,Asunción,local,2024-04-01,1,
d:asuncion,Asunción,local,2024-08-01,1,
d:asuncion,Asunción,local,2024-09-01,2,
d:asuncion,Asunción,local,2024-11-01,1,
d:asuncion,Asunción,local,2025-06-01,1,
d:asuncion,Asunción,local,2025-07-01,1,
d:asuncion,Asunción,local,2025-08-01,2,
d:asuncion,Asunción,local,2025-09-01,7,
d:asuncion,Asunción,local,2025-10-01,10,
d:asuncion,Asunción,local,2025-11-01,10,
d:asuncion,Asunción,local,2025-12-01,6,
d:asuncion,Asunción,local,2026-01-01,4,
d:asuncion,Asunción,local,2026-02-01,4,
d:asuncion,Asunción,local,2026-03-01,7,
d:asuncion,Asunción,local,2026-04-01,2,
d:asuncion,Asunción,local,2026-05-01,5,
d:asuncion,Asunción,local,2026-06-01,6,
d:asuncion,Asunción,local,2026-07-01,4,
d:asuncion,Asunción,local,2026-08-01,3,
d:asuncion,Asunción,local,2026-09-01,2,
d:asuncion,Asunción,oficina,2025-05-01,1,
d:asuncion,Asunción,oficina,2025-08-01,1,
d:asuncion,Asunción,oficina,2025-09-01,7,
d:asuncion,Asunción,oficina,2025-10-01,8,
d:asuncion,Asunción,oficina,2025-11-01,2,
d:asuncion,Asunción,oficina,2025-12-01,6,
d:asuncion,Asunción,oficina,2026-01-01,3,
d:asuncion,Asunción,oficina,2026-02-01,9,
d:asuncion,Asunción,oficina,2026-03-01,7,
d:asuncion,Asunción,oficina,2026-04-01,7,
d:asuncion,Asunción,oficina,2026-05-01,1,
d:asuncion,Asunción,oficina,2026-06-01,5,
d:asuncion,Asunción,oficina,2026-07-01,4,
d:asuncion,Asunción,oficina,2026-08-01,4,
d:asuncion,Asunción,oficina,2026-09-01,4,
d:asuncion,Asunción,deposito,2025-07-01,1,
d:asuncion,Asunción,deposito,2025-09-01,1,
d:asuncion,Asunción,deposito,2025-10-01,3,
d:asuncion,Asunción,deposito,2025-11-01,2,
d:asuncion,Asunción,deposito,2025-12-01,1,
d:asuncion,Asunción,deposito,2026-01-01,1,
d:asuncion,Asunción,deposito,2026-03-01,1,
d:asuncion,Asunción,deposito,2026-04-01,1,
d:asuncion,Asunción,deposito,2026-05-01,1,
d:asuncion,Asunción,deposito,2026-06-01,1,
d:asuncion,Asunción,deposito,2026-07-01,1,
d:asuncion,Asunción,deposito,2026-08-01,1,
d:asuncion,Asunción,deposito,2026-09-01,1,
d:asuncion,Asunción,otro,2025-08-01,1,
d:asuncion,Asunción,otro,2025-09-01,2,
d:asuncion,Asunción,otro,2025-10-01,4,
d:asuncion,Asunción,otro,2025-11-01,2,
d:asuncion,Asunción,otro,2026-02-01,2,
d:asuncion,Asunción,otro,2026-03-01,2,
d:asuncion,Asunción,otro,2026-04-01,1,
d:asuncion,Asunción,otro,2026-05-01,2,
d:asuncion,Asunción,otro,2026-08-01,2,
d:asuncion,Asunción,otro,2026-09-01,2,
d:asuncion,Asunción,terreno,2025-08-01,1,
d:asuncion,Asunción,terreno,2025-09-01,1,
d:asuncion,Asunción,edificio,2025-10-01,1,
d:asuncion,Asunción,edificio,2026-03-01,1,
d:asuncion,Asunción,edificio,2026-04-01,1,
d:central,Central,casa,2024-03-01,1,
d:central,Central,casa,2024-07-01,2,
d:central,Central,casa,2024-10-01,1,
d:central,Central,casa,2024-11-01,1,
d:central,Central,casa,2024-12-01,1,
d:central,Central,casa,2025-03-01,1,
d:central,Central,casa,2025-06-01,2,
d:central,Central,casa,2025-07-01,5,
d:central,Central,casa,2025-08-01,5,
d:central,Central,casa,2025-09-01,15,
d:central,Central,casa,2025-10-01,13,
d:central,Central,casa,2025-11-01,18,
d:central,Central,casa,2025-12-01,15,
d:central,Central,casa,2026-01-01,21,525
d:central,Central,casa,2026-02-01,15,
d:central,Central,casa,2026-03-01,26,437
d:central,Central,casa,2026-04-01,19,
d:central,Central,casa,2026-05-01,16,
d:central,Central,casa,2026-06-01,22,483
d:central,Central,casa,2026-07-01,12,
d:central,Central,casa,2026-08-01,20,532
d:central,Central,casa,2026-09-01,9,
d:central,Central,duplex,2024-03-01,2,
d:central,Central,duplex,2024-04-01,1,
d:central,Central,duplex,2024-07-01,1,
d:central,Central,duplex,2024-08-01,1,
d:central,Central,duplex,2024-11-01,1,
d:central,Central,duplex,2025-01-01,1,
d:central,Central,duplex,2025-02-01,1,
d:central,Central,duplex,2025-04-01,1,
d:central,Central,duplex,2025-06-01,2,
d:central,Central,duplex,2025-07-01,2,
d:central,Central,duplex,2025-08-01,5,
d:central,Central,duplex,2025-09-01,11,
d:central,Central,duplex,2025-10-01,2,
d:central,Central,duplex,2025-11-01,10,
d:central,Central,duplex,2025-12-01,12,
d:central,Central,duplex,2026-01-01,11,
d:central,Central,duplex,2026-02-01,5,
d:central,Central,duplex,2026-03-01,13,
d:central,Central,duplex,2026-04-01,9,
d:central,Central,duplex,2026-05-01,14,
d:central,Central,duplex,2026-06-01,16,
d:central,Central,duplex,2026-07-01,11,
d:central,Central,duplex,2026-08-01,7,
d:central,Central,duplex,2026-09-01,7,
d:central,Central,departamento,2024-04-01,1,
d:central,Central,departamento,2024-06-01,1,
d:central,Central,departamento,2024-07-01,1,
d:central,Central,departamento,2024-08-01,1,
d:central,Central,departamento,2024-09-01,2,
d:central,Central,departamento,2024-10-01,2,
d:central,Central,departamento,2024-11-01,2,
d:central,Central,departamento,2025-02-01,1,
d:central,Central,departamento,2025-03-01,1,
d:central,Central,departamento,2025-04-01,3,
d:central,Central,departamento,2025-05-01,1,
d:central,Central,departamento,2025-06-01,3,
d:central,Central,departamento,2025-07-01,1,
d:central,Central,departamento,2025-08-01,7,
d:central,Central,departamento,2025-09-01,24,393
d:central,Central,departamento,2025-10-01,15,
d:central,Central,departamento,2025-11-01,14,
d:central,Central,departamento,2025-12-01,18,
d:central,Central,departamento,2026-01-01,17,
d:central,Central,departamento,2026-02-01,17,
d:central,Central,departamento,2026-03-01,17,
d:central,Central,departamento,2026-04-01,12,
d:central,Central,departamento,2026-05-01,20,396
d:central,Central,departamento,2026-06-01,24,475
d:central,Central,departamento,2026-07-01,21,526
d:central,Central,departamento,2026-08-01,16,
d:central,Central,departamento,2026-09-01,13,
d:central,Central,deposito,2024-05-01,1,
d:central,Central,deposito,2024-10-01,2,
d:central,Central,deposito,2024-11-01,1,
d:central,Central,deposito,2025-07-01,1,
d:central,Central,deposito,2025-08-01,3,
d:central,Central,deposito,2025-09-01,3,
d:central,Central,deposito,2025-10-01,2,
d:central,Central,deposito,2025-11-01,5,
d:central,Central,deposito,2025-12-01,3,
d:central,Central,deposito,2026-01-01,5,
d:central,Central,deposito,2026-02-01,6,
d:central,Central,deposito,2026-03-01,7,
d:central,Central,deposito,2026-04-01,2,
d:central,Central,deposito,2026-05-01,3,
d:central,Central,deposito,2026-06-01,5,
d:central,Central,deposito,2026-07-01,1,
d:central,Central,deposito,2026-08-01,1,
d:central,Central,deposito,2026-09-01,2,
d:central,Central,local,2024-07-01,4,
d:central,Central,local,2024-08-01,1,
d:central,Central,local,2024-09-01,1,
d:central,Central,local,2025-02-01,1,
d:central,Central,local,2025-05-01,1,
d:central,Central,local,2025-06-01,1,
d:central,Central,local,2025-07-01,2,
d:central,Central,local,2025-08-01,5,
d:central,Central,local,2025-09-01,12,
d:central,Central,local,2025-10-01,12,
d:central,Central,local,2025-11-01,8,
d:central,Central,local,2025-12-01,4,
d:central,Central,local,2026-01-01,9,
d:central,Central,local,2026-02-01,9,
d:central,Central,local,2026-03-01,7,
d:central,Central,local,2026-04-01,9,
d:central,Central,local,2026-05-01,13,
d:central,Central,local,2026-06-01,4,
d:central,Central,local,2026-07-01,8,
d:central,Central,local,2026-08-01,8,
d:central,Central,local,2026-09-01,3,
d:central,Central,oficina,2025-06-01,1,
d:central,Central,oficina,2025-08-01,1,
d:central,Central,oficina,2025-10-01,1,
d:central,Central,oficina,2025-11-01,3,
d:central,Central,oficina,2025-12-01,1,
d:central,Central,oficina,2026-06-01,1,
d:central,Central,otro,2025-09-01,1,
d:central,Central,otro,2025-10-01,3,
d:central,Central,otro,2025-11-01,4,
d:central,Central,otro,2025-12-01,2,
d:central,Central,otro,2026-01-01,2,
d:central,Central,otro,2026-02-01,2,
d:central,Central,otro,2026-03-01,3,
d:central,Central,otro,2026-04-01,1,
d:central,Central,otro,2026-05-01,2,
d:central,Central,otro,2026-06-01,1,
d:central,Central,otro,2026-08-01,1,
d:central,Central,otro,2026-09-01,3,
d:central,Central,quinta,2025-09-01,1,
d:central,Central,terreno,2025-10-01,2,
d:central,Central,terreno,2026-03-01,1,
d:central,Central,terreno,2026-05-01,1,
d:central,Central,terreno,2026-07-01,1,
d:central,Central,terreno,2026-08-01,1,
d:central,Central,terreno,2026-09-01,1,
c:central:luque,Luque,duplex,2024-03-01,2,
c:central:luque,Luque,duplex,2024-04-01,1,
c:central:luque,Luque,duplex,2024-08-01,1,
c:central:luque,Luque,duplex,2025-01-01,1,
c:central:luque,Luque,duplex,2025-02-01,1,
c:central:luque,Luque,duplex,2025-04-01,1,
c:central:luque,Luque,duplex,2025-07-01,1,
c:central:luque,Luque,duplex,2025-08-01,2,
c:central:luque,Luque,duplex,2025-09-01,3,
c:central:luque,Luque,duplex,2025-11-01,3,
c:central:luque,Luque,duplex,2025-12-01,4,
c:central:luque,Luque,duplex,2026-02-01,2,
c:central:luque,Luque,duplex,2026-03-01,4,
c:central:luque,Luque,duplex,2026-04-01,3,
c:central:luque,Luque,duplex,2026-05-01,2,
c:central:luque,Luque,duplex,2026-06-01,3,
c:central:luque,Luque,duplex,2026-09-01,2,
c:central:luque,Luque,departamento,2024-07-01,1,
c:central:luque,Luque,departamento,2024-08-01,1,
c:central:luque,Luque,departamento,2024-10-01,1,
c:central:luque,Luque,departamento,2025-04-01,3,
c:central:luque,Luque,departamento,2025-05-01,1,
c:central:luque,Luque,departamento,2025-06-01,2,
c:central:luque,Luque,departamento,2025-08-01,2,
c:central:luque,Luque,departamento,2025-09-01,13,
c:central:luque,Luque,departamento,2025-10-01,5,
c:central:luque,Luque,departamento,2025-11-01,1,
c:central:luque,Luque,departamento,2025-12-01,4,
c:central:luque,Luque,departamento,2026-01-01,4,
c:central:luque,Luque,departamento,2026-02-01,4,
c:central:luque,Luque,departamento,2026-03-01,3,
c:central:luque,Luque,departamento,2026-04-01,3,
c:central:luque,Luque,departamento,2026-05-01,5,
c:central:luque,Luque,departamento,2026-06-01,9,
c:central:luque,Luque,departamento,2026-07-01,9,
c:central:luque,Luque,departamento,2026-08-01,5,
c:central:luque,Luque,departamento,2026-09-01,2,
c:central:luque,Luque,local,2024-07-01,1,
c:central:luque,Luque,local,2025-08-01,1,
c:central:luque,Luque,local,2025-09-01,1,
c:central:luque,Luque,local,2025-10-01,2,
c:central:luque,Luque,local,2025-11-01,1,
c:central:luque,Luque,local,2025-12-01,1,
c:central:luque,Luque,local,2026-01-01,1,
c:central:luque,Luque,local,2026-02-01,4,
c:central:luque,Luque,local,2026-04-01,3,
c:central:luque,Luque,local,2026-05-01,4,
c:central:luque,Luque,local,2026-06-01,1,
c:central:luque,Luque,local,2026-07-01,2,
c:central:luque,Luque,local,2026-08-01,1,
c:central:luque,Luque,local,2026-09-01,1,
c:central:luque,Luque,casa,2024-11-01,1,
c:central:luque,Luque,casa,2025-03-01,1,
c:central:luque,Luque,casa,2025-07-01,1,
c:central:luque,Luque,casa,2025-08-01,1,
c:central:luque,Luque,casa,2025-09-01,2,
c:central:luque,Luque,casa,2025-10-01,4,
c:central:luque,Luque,casa,2025-11-01,4,
c:central:luque,Luque,casa,2025-12-01,2,
c:central:luque,Luque,casa,2026-01-01,6,
c:central:luque,Luque,casa,2026-02-01,6,
c:central:luque,Luque,casa,2026-03-01,4,
c:central:luque,Luque,casa,2026-04-01,2,
c:central:luque,Luque,casa,2026-05-01,5,
c:central:luque,Luque,casa,2026-06-01,4,
c:central:luque,Luque,casa,2026-07-01,4,
c:central:luque,Luque,casa,2026-08-01,4,
c:central:luque,Luque,casa,2026-09-01,2,
c:central:luque,Luque,oficina,2025-08-01,1,
c:central:luque,Luque,oficina,2025-12-01,1,
c:central:luque,Luque,terreno,2025-10-01,1,
c:central:luque,Luque,otro,2025-11-01,2,
c:central:luque,Luque,otro,2026-04-01,1,
c:central:luque,Luque,deposito,2026-03-01,2,
c:central:luque,Luque,deposito,2026-05-01,1,
c:central:san-lorenzo,San Lorenzo,casa,2024-03-01,1,
c:central:san-lorenzo,San Lorenzo,casa,2025-06-01,1,
c:central:san-lorenzo,San Lorenzo,casa,2025-08-01,3,
c:central:san-lorenzo,San Lorenzo,casa,2025-09-01,3,
c:central:san-lorenzo,San Lorenzo,casa,2025-10-01,2,
c:central:san-lorenzo,San Lorenzo,casa,2025-11-01,1,
c:central:san-lorenzo,San Lorenzo,casa,2025-12-01,5,
c:central:san-lorenzo,San Lorenzo,casa,2026-01-01,2,
c:central:san-lorenzo,San Lorenzo,casa,2026-02-01,4,
c:central:san-lorenzo,San Lorenzo,casa,2026-03-01,3,
c:central:san-lorenzo,San Lorenzo,casa,2026-04-01,2,
c:central:san-lorenzo,San Lorenzo,casa,2026-06-01,1,
c:central:san-lorenzo,San Lorenzo,casa,2026-07-01,2,
c:central:san-lorenzo,San Lorenzo,casa,2026-08-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2024-06-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2024-10-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2024-11-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2025-03-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2025-07-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2025-08-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2025-09-01,2,
c:central:san-lorenzo,San Lorenzo,departamento,2025-11-01,2,
c:central:san-lorenzo,San Lorenzo,departamento,2025-12-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-01-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-02-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-03-01,1,
c:central:san-lorenzo,San Lorenzo,departamento,2026-04-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-05-01,3,
c:central:san-lorenzo,San Lorenzo,departamento,2026-06-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-07-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-08-01,4,
c:central:san-lorenzo,San Lorenzo,departamento,2026-09-01,1,
c:central:san-lorenzo,San Lorenzo,deposito,2024-11-01,1,
c:central:san-lorenzo,San Lorenzo,deposito,2025-11-01,2,
c:central:san-lorenzo,San Lorenzo,deposito,2026-02-01,1,
c:central:san-lorenzo,San Lorenzo,deposito,2026-06-01,2,
c:central:san-lorenzo,San Lorenzo,deposito,2026-07-01,1,
c:central:san-lorenzo,San Lorenzo,duplex,2025-06-01,1,
c:central:san-lorenzo,San Lorenzo,duplex,2025-07-01,1,
c:central:san-lorenzo,San Lorenzo,duplex,2025-09-01,1,
c:central:san-lorenzo,San Lorenzo,duplex,2025-11-01,2,
c:central:san-lorenzo,San Lorenzo,duplex,2025-12-01,1,
c:central:san-lorenzo,San Lorenzo,duplex,2026-01-01,2,
c:central:san-lorenzo,San Lorenzo,duplex,2026-03-01,2,
c:central:san-lorenzo,San Lorenzo,duplex,2026-04-01,2,
c:central:san-lorenzo,San Lorenzo,duplex,2026-05-01,5,
c:central:san-lorenzo,San Lorenzo,duplex,2026-06-01,2,
c:central:san-lorenzo,San Lorenzo,duplex,2026-07-01,1,
c:central:san-lorenzo,San Lorenzo,duplex,2026-08-01,4,
c:central:san-lorenzo,San Lorenzo,duplex,2026-09-01,2,
c:central:san-lorenzo,San Lorenzo,local,2025-08-01,1,
c:central:san-lorenzo,San Lorenzo,local,2025-09-01,2,
c:central:san-lorenzo,San Lorenzo,local,2025-10-01,5,
c:central:san-lorenzo,San Lorenzo,local,2025-11-01,3,
